,texto_pedido,texto_resposta
56019,"Meu nome é George Garcia. Sou membro de uma equipe de pesquisa da Universidade Brigham Young, nos Estados Unidos. Estamos realizando um estudo sobre servidores públicos no Brasil. Especificamente, esperamos entender melhor seus motivos, origens e interesse em evidências de alta qualidade para melhorar o desempenho no trabalho. Para este propósito, solicitamos os endereços de email de todos os funcionários em seu ministério. Enviaremos uma pesquisa por e-mail opcional de 10 minutos para eles. Se você puder nos fornecer essas informações, solicitamos que você as forneça assim que for permitido, para que possamos começar nossa pesquisa.Por favor, sinta-se livre para me perguntar qualquer dúvida que possa ter.","Em atenção à sua solicitação encaminhada ao Serviço de Informação ao Cidadão - SIC, do Ministério de Minas e Energia – MME, informamos que o pedido em questão foi considerado desarrazoado nos termos do inciso II do art. 13 do Decreto n&deg, 7.724, de 12 de maio de 2012.  Cabe ressaltar que a principal finalidade dos e-mails institucionais é a comunicação interna da instituição, assim, não se prestam a estabelecer uma relação direta com o cidadão, uma vez que o principal canal para essa destinação é a Ouvidoria-Geral, por meio do e-mail: ouvidoria.geral@mme.gov.br. O Serviço de Informação ao Cidadão do MME informa da possibilidade de interposição de recurso por meio do sistema e-SIC, no prazo de 10 (dez) dias a contar da sua ciência, conforme disposto no  caput  do artigo 15 da Lei nº 12.527/2011.  Atenciosamente, Ministério de Minas e Energia Serviço de Informação ao Cidadão (SIC)  Site: http://www.mme.gov.br/web/guest/institucional/ouvidoria"
56653,"Verificar as motivações da revisão da Garanti Física da Usina EOL Coqueirinho 2, de acordo com o publicado pela Portaria MME nº 355, de 10/11/2017.","Em atenção à Sua solicitação encaminhada ao Serviço de Informação ao Cidadão - SIC, do Ministério de Minas e Energia – MME, segue resposta:  Segundo a Lei nº 9.784/1999, constituem interessados no processo administrativo:   Art. 9º São legitimados como interessados no processo administrativo:    I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,    II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,    III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,    IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.   Em complementação, citamos o Decreto nº 7.724/2012 que regulamenta a Lei nº 12.527, de 18 de novembro de 2011, que dispõe sobre o acesso a informações. Art. 5º Sujeitam-se ao disposto neste Decreto os órgãos da administração direta, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pela União. § 2º Não se sujeitam ao disposto neste Decreto as informações relativas à atividade empresarial de pessoas físicas ou jurídicas de direito privado obtidas pelo Banco Central do Brasil, pelas agências reguladoras ou por outros órgãos ou entidades no exercício de atividade de controle, regulação e supervisão da atividade econômica cuja divulgação possa representar vantagem competitiva a outros agentes econômicos. Informo que o processo 48360.000129/2017-10 contém informações referentes à  EOL Coqueirinho 2  que se enquadram no disposto no § 2º do art. 5º do Decreto 7.724/2012.  Dessa forma, o processo solicitado somente poderá ser disponibilizado a interessados responsáveis pela empresa envolvida, mediante a devida comprovação. Essa comprovação poderá ser realizada por meio de procuração ou ofício assinado pela autoridade competente no âmbito da companhia em referência. Assim, a fim de agilizar a cópia do processo, solicito que o pedido via e-SIC seja acompanhado de procuração ou ofício em nome do solicitante.   O Serviço de Informação ao Cidadão do MME informa da possibilidade de interposição de recurso por meio do sistema e-SIC, no prazo de 10 (dez) dias a contar da sua ciência, conforme disposto no  caput  do artigo 15 da Lei nº 12.527/2011.  Atenciosamente, Ministério de Minas e Energia Serviço de Informação ao Cidadão (SIC)  Site: http://www.mme.gov.br/web/guest/institucional/ouvidoria"
57592,"Tomar ciência da decisão no processo em que é parte a empresa Energia Sustentável do Brasil - ESBR. Assunto: Recurso Administrativo em face da Portaria SPE/MME nº 144, de 12 de junho de 2019, que definiu o novo montante de garantia física de energia da Usina Hidrelétrica denominada UHE Jirau. Despacho: Nos termos Nota Técnica nº 64/2019/DPE/SPE, de 19 de julho de 2019, que adoto como fundamento desta Decisão, conheço do Recurso, para no mérito negar-lhe provimento.","Em atenção à Sua solicitação encaminhada ao Serviço de Informação ao Cidadão - SIC, do Ministério de Minas e Energia – MME, segue resposta:  Segundo a Lei nº 9.784/1999, constituem interessados no processo administrativo:   Art. 9º São legitimados como interessados no processo administrativo:    I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,    II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,    III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,    IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.   Em complementação, citamos o Decreto nº 7.724/2012 que regulamenta a Lei nº 12.527, de 18 de novembro de 2011, que dispõe sobre o acesso a informações. Art. 5º Sujeitam-se ao disposto neste Decreto os órgãos da administração direta, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pela União. § 2º Não se sujeitam ao disposto neste Decreto as informações relativas à atividade empresarial de pessoas físicas ou jurídicas de direito privado obtidas pelo Banco Central do Brasil, pelas agências reguladoras ou por outros órgãos ou entidades no exercício de atividade de controle, regulação e supervisão da atividade econômica cuja divulgação possa representar vantagem competitiva a outros agentes econômicos. Em atendimento ao Despacho e-SIC 0312217, informo que o processo 48340.002962/2018-14 contém informações referentes às  Usinas Hidrelétricas (UHEs) Suíça, Quebra Queixo e Jirau  que se enquadram no disposto no § 2º do art. 5º do Decreto 7.724/2012.  Dessa forma, o processo solicitado somente poderá ser disponibilizado a interessados responsáveis pela empresa envolvida, mediante a devida comprovação. Essa comprovação poderá ser realizada por meio de procuração ou ofício assinado pela autoridade competente no âmbito da companhia em referência. Assim, a fim de agilizar a cópia do processo, solicito que o pedido via e-SIC seja acompanhado de procuração ou ofício em nome do solicitante.   O Serviço de Informação ao Cidadão do MME informa da possibilidade de interposição de recurso por meio do sistema e-SIC, no prazo de 10 (dez) dias a contar da sua ciência, conforme disposto no  caput  do artigo 15 da Lei nº 12.527/2011.  Atenciosamente, Ministério de Minas e Energia Serviço de Informação ao Cidadão (SIC)   Site: http://www.mme.gov.br/web/guest/institucional/ouvidoria "
66945,Prezado(a) sr.(a)  Venho solicitar o acesso ao Processo Administrativo nº 48000.001420/2015-24 para ter acesso ao processo que trata sobre a valoração das indenizações referentes às centrais geradoras que foram prorrogadas nos termos da Lei nº 12.783/2013 e a respectiva operacionalização do recebimento da indenização por parte das concessionárias de geração.    Grato pela informações prestadas.,"Em atenção à sua solicitação encaminhada ao Serviço de Informação ao Cidadão - SIC, do Ministério de Minas e Energia – MME, segue resposta:  O processo requerido cuida de empresas concessionárias de geração e transmissão de prestação de serviços de energia elétrica e que somente poderão ser concedidos mediante instrumento de procuração das referidas empresas de energia elétrica. De acordo com o que dispõe o art. 9º da Lei nº 9.784, de 29 de janeiro de 1999, que regula o processo administrativo no âmbito da Administração Pública Federal, constituem interessados no processo administrativo:  Art. 9º São legitimados como interessados no processo administrativo: I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação, II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada, III - as organizações e associações representativas, no tocante a direitos e interesses coletivos, IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.   Tal decisão fundamenta-se no Decreto nº 7.724, de 16 de maio de 2012, que regulamenta a Lei nº 12.527, de 18 de novembro de 2011, que dispõe sobre o acesso a informações previsto no inciso XXXIII do caput do art. 5º, no inciso II do § 3º do art. 37 e no § 2º do art. 216 da Constituição, assim se reporta:   Art. 5º Sujeitam-se ao disposto neste Decreto os órgãos da administração direta, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pela União. (...) § 2º Não se sujeitam ao disposto neste Decreto as informações relativas à atividade empresarial de pessoas físicas ou jurídicas de direito privado obtidas pelo Banco Central do Brasil, pelas agências reguladoras ou por outros órgãos ou entidades no exercício de atividade de controle, regulação e supervisão da atividade econômica cuja divulgação possa representar vantagem competitiva a outros agentes econômicos.   Por todo o exposto, e tendo em conta o que consta no § 2º do art. 5º do Decreto 7.724, de 2012, supratranscrito, informa-se que o conteúdo do presente processo só poderá ser disponibilizado ao solicitante que comprovar o seu interesse no assunto abordado.    O Serviço de Informação ao Cidadão do MME informa da possibilidade de interposição de recurso por meio do sistema e-SIC, no prazo de 10 (dez) dias a contar da sua ciência, conforme disposto no  caput  do artigo 15 da Lei nº 12.527/2011. Atenciosamente, Ministério de Minas e Energia Serviço de Informação ao Cidadão (SIC) Site: http://www.mme.gov.br/web/guest/institucional/ouvidoria"
67349,Cópia integral do Processo Administrativo nº 48360.000084/2019-37,"Em atenção à sua solicitação encaminhada ao Serviço de Informação ao Cidadão - SIC, do Ministério de Minas e Energia – MME, segue resposta:  Encontra-se em curso, no âmbito do Processo 48360.000084/2019-37, a edição de documentos técnicos preparatórios necessários à instrução do Leilão de Energia Nova  A-6  de 2019. Cumpre esclarecer que, de acordo com a Lei nº 12.527, de 18 de novembro de 2011 (Lei de Acesso a Informação),  documento preparatório , nos termos do seu parágrafo 3º, art. 7º, é o documento elaborado para fundamentar uma tomada de decisão. A referida lei, apesar de não proibir a entrega de tais documentos, garante o seu acesso a partir da edição do ato decisório final. Nesse aspecto, o Decreto nº 7.724/2012, que regulamenta a Lei nº 12.527/2011, considera: Art.3º Para os efeitos deste Decreto, considera-se: XII - documento preparatório - documento formal utilizado como fundamento da tomada de decisão ou de ato administrativo, a exemplo de pareceres e notas técnicas. Art.20 O acesso a documento preparatório ou informação nele contida, utilizados como fundamento de tomada de decisão ou de ato administrativo, será assegurado a partir da edição do ato ou decisão. Diante do exposto, entendo ser necessário que o solicitante aguarde a conclusão de todas as etapas relacionadas ao Leilão de Energia Nova  A-6  de 2019 para que a solicitação de cópia integral do Processo possa ser atendida.  O Serviço de Informação ao Cidadão do MME informa da possibilidade de interposição de recurso por meio do sistema e-SIC, no prazo de 10 (dez) dias a contar da sua ciência, conforme disposto no  caput  do artigo 15 da Lei nº 12.527/2011.  Atenciosamente, Ministério de Minas e Energia Serviço de Informação ao Cidadão (SIC)  Site: http://www.mme.gov.br/web/guest/institucional/ouvidoria"
71658,"Prezados, bom dia.  Solicito copia do processo  48000.001587/2009-47.  Grata.,","Em atenção à sua solicitação encaminhada ao Serviço de Informação ao Cidadão - SIC, do Ministério de Minas e Energia – MME, segue resposta:  Segundo a Lei nº 9.784/1999, constituem interessados no processo administrativo:   Art. 9º São legitimados como interessados no processo administrativo: I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação, II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada, III - as organizações e associações representativas, no tocante a direitos e interesses coletivos, IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.  Em complementação, citamos o Decreto nº 7.724/2012 que regulamenta a Lei nº 12.527, de 18 de novembro de 2011, que dispõe sobre o acesso a informações. Art. 5º Sujeitam-se ao disposto neste Decreto os órgãos da administração direta, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pela União. § 2º Não se sujeitam ao disposto neste Decreto as informações relativas à atividade empresarial de pessoas físicas ou jurídicas de direito privado obtidas pelo Banco Central do Brasil, pelas agências reguladoras ou por outros órgãos ou entidades no exercício de atividade de controle, regulação e supervisão da atividade econômica cuja divulgação possa representar vantagem competitiva a outros agentes econômicos. Informo que o documento solicitado contém informações referentes à UTE Termonorte II que se enquadram no disposto no § 2º do art. 5º do Decreto 7.724/2012. Dessa forma, o processo solicitado somente poderá ser disponibilizado a interessados responsáveis pela empresa envolvida, mediante a devida comprovação. Essa comprovação poderá ser realizada por meio de procuração ou ofício assinado pela autoridade competente no âmbito da companhia em referência. Assim, a fim de agilizar a cópia do processo, solicito que o pedido via e-SIC seja acompanhado de procuração ou ofício em nome do solicitante.   O Serviço de Informação ao Cidadão do MME informa da possibilidade de interposição de recurso por meio do sistema e-SIC, no prazo de 10 (dez) dias a contar da sua ciência, conforme disposto no  caput  do artigo 15 da Lei nº 12.527/2011. Atenciosamente, Ministério de Minas e Energia Serviço de Informação ao Cidadão (SIC) Site: http://www.mme.gov.br/web/guest/institucional/ouvidoria"
72023,"Prezados, bom dia.  Gostaria de ter acesso ao ofício encaminhado pelo Ministério de Minas e Energia ao presidente substituto do Confaz e secretário especial de Fazenda do Ministério da Economia acerca da aprovação da revisão do Ajuste Sinief 03/2018, em relação ao Novo Mercado de Gás, em que se alertou que o Estado de São Paulo poderia atuar contra a referida aprovação.   Desde já agradeço.","Em atenção à sua solicitação encaminhada ao Serviço de Informação ao Cidadão - SIC, do Ministério de Minas e Energia – MME, segue resposta:  O referido documento tratou de questões ainda em discussão no âmbito do Confaz. Dessa forma, sua divulgação encontra-se temporariamente restringida, com base no disposto na Lei 12.527/2011, art. 7º, § 3º, ou seja, até a aprovação da referida revisão.    O Serviço de Informação ao Cidadão do MME informa da possibilidade de interposição de recurso por meio do sistema e-SIC, no prazo de 10 (dez) dias a contar da sua ciência, conforme disposto no  caput  do artigo 15 da Lei nº 12.527/2011.  Atenciosamente, Ministério de Minas e Energia Serviço de Informação ao Cidadão (SIC)  Site: http://www.mme.gov.br/web/guest/institucional/ouvidoria"
72826,"Consultas, Protocolos, informaçãos","Informamos o encerramento da presente solicitação, tendo em vista o disposto Art. 13, inciso I, do Decreto nº 7.724: não serão atendidos pedidos de acesso à informação genéricos. O Serviço de Informação ao Cidadão do MME informa da possibilidade de interposição de recurso por meio do sistema e-SIC, no prazo de 10 (dez) dias a contar da sua ciência, conforme disposto no  caput  do artigo 15 da Lei nº 12.527/2011. Atenciosamente, Ministério de Minas e Energia Serviço de Informação ao Cidadão (SIC) Site: http://www.mme.gov.br/web/guest/institucional/ouvidoria"
74234,"Prezados, boa tarde.  Conforme orientação, solicito Cópia integral do Processo Administrativo nº  48340.003944/2019-22 da empresa Raízen Energia S.A., inscrita no CNPJ sob o nº 08.070.508/0001-78.  Desde já agradeço e aguardo retorno.  Att. ","Em atenção à sua solicitação encaminhada ao Serviço de Informação ao Cidadão - SIC, do Ministério de Minas e Energia – MME, informamos que estamos impossibilitados de atender à demanda apresentada pois o processo em questão é classificado como de acesso restrito por conter informações de sigilo empresarial, conforme o art. 169 da Lei n&deg, 11.101, de 9 de fevereiro de 2005. O Serviço de Informação ao Cidadão do MME informa da possibilidade de interposição de recurso por meio do sistema e-SIC, no prazo de 10 (dez) dias a contar da sua ciência, conforme disposto no  caput  do artigo 15 da Lei nº 12.527/2011.  Atenciosamente, Ministério de Minas e Energia Serviço de Informação ao Cidadão (SIC)  Site: http://www.mme.gov.br/web/guest/institucional/ouvidoria"
75598,"Prezados, por gentileza enviar todos os documentos que embasaram a alteração de garantia física das usinas Chui I, Chui II, Chui IV, Chui V, Verace IV e Verace V que constam, respectivamente, nos processos: 48000.001381/2014-84 (Chui I) 48000.001379/2014-13 (Chui II) 48000.001380/2014-31 (Chui IV) 48000.001385/2014-62 (Chui V) 48000.001393/2014-14 (Verace IV) 48000.001388/2014-12 (Verace X) ","Em atenção à sua solicitação encaminhada ao Serviço de Informação ao Cidadão - SIC, do Ministério de Minas e Energia – MME, segue resposta: Segundo a Lei nº 9.784/1999, constituem interessados no processo administrativo:   Art. 9º São legitimados como interessados no processo administrativo:    I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,    II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,    III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,    IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.   Em complementação, citamos o Decreto nº 7.724/2012 que regulamenta a Lei nº 12.527, de 18 de novembro de 2011, que dispõe sobre o acesso a informações. Art. 5º Sujeitam-se ao disposto neste Decreto os órgãos da administração direta, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pela União. § 2º Não se sujeitam ao disposto neste Decreto as informações relativas à atividade empresarial de pessoas físicas ou jurídicas de direito privado obtidas pelo Banco Central do Brasil, pelas agências reguladoras ou por outros órgãos ou entidades no exercício de atividade de controle, regulação e supervisão da atividade econômica cuja divulgação possa representar vantagem competitiva a outros agentes econômicos. Informo que os documentos solicitados contêm informações que se enquadram no disposto no § 2º do art. 5º do Decreto 7.724/2012. Dessa forma, os processos solicitados somente poderão ser disponibilizados a interessados responsáveis pelas empresas envolvidas, mediante a devida comprovação. Essa comprovação poderá ser realizada por meio de procuração ou ofício assinado pela autoridade competente no âmbito da companhia em referência. Assim, a fim de agilizar a cópia do processo, solicito que o pedido via e-SIC seja acompanhado de procuração ou ofício em nome do solicitante   O Serviço de Informação ao Cidadão do MME informa da possibilidade de interposição de recurso por meio do sistema e-SIC, no prazo de 10 (dez) dias a contar da sua ciência, conforme disposto no  caput  do artigo 15 da Lei nº 12.527/2011.  Atenciosamente, Ministério de Minas e Energia Serviço de Informação ao Cidadão (SIC)  Site: http://www.mme.gov.br/web/guest/institucional/ouvidoria"
